x,t=1.00e-01s,t=2.00e-01s,t=5.00e-01s,t=1.00e+00s
4.865000000000000007e-06,6.175252254293864448e+18,9.137576787896752128e+18,1.158487771561622528e+19,1.188625938652107366e+19
4.872000000000000110e-06,6.165762981377990656e+18,9.121730669414137856e+18,1.156362457428148019e+19,1.186433932445384090e+19
4.879000000000000212e-06,6.156218116430183424e+18,9.105799502244723712e+18,1.154226226590546534e+19,1.184230712741087232e+19
4.885999999999999468e-06,6.146617550903001088e+18,9.089783226628804608e+18,1.152079078369931674e+19,1.182016279521478451e+19
4.892999999999999570e-06,6.136961175684883456e+18,9.073681782537662464e+18,1.149921012084415283e+19,1.179790632768742605e+19
4.899999999999999672e-06,6.127248881100115968e+18,9.057495109674175488e+18,1.147752027049118106e+19,1.177553772464985498e+19
4.906999999999999775e-06,6.117480556908728320e+18,9.041223147473301504e+18,1.145572122576168960e+19,1.175305698592235725e+19
4.913999999999999877e-06,6.107656092306490368e+18,9.024865835102661632e+18,1.143381297974719078e+19,1.173046411132443648e+19
4.920999999999999980e-06,6.097775375924818944e+18,9.008423111463050240e+18,1.141179552550943744e+19,1.170775910067481190e+19
4.928000000000000082e-06,6.087838295830751232e+18,8.991894915189024768e+18,1.138966885608052326e+19,1.168494195379144294e+19
4.935000000000000184e-06,6.077844739526880256e+18,8.975281184649406464e+18,1.136743296446294221e+19,1.166201267049150464e+19
4.942000000000000287e-06,6.067794593951312896e+18,8.958581857947878400e+18,1.134508784362961715e+19,1.163897125059138970e+19
4.948999999999999542e-06,6.057687745477652480e+18,8.941796872923515904e+18,1.132263348652407808e+19,1.161581769390676173e+19
4.955999999999999644e-06,6.047524079914917888e+18,8.924926167151353856e+18,1.130006988606037197e+19,1.159255200025245696e+19
4.962999999999999747e-06,6.037303482507556864e+18,8.907969677942940672e+18,1.127739703512329216e+19,1.156917416944260301e+19
4.969999999999999849e-06,6.027025837935371264e+18,8.890927342346926080e+18,1.125461492656833946e+19,1.154568420129052262e+19
4.976999999999999952e-06,6.016691030313517056e+18,8.873799097149595648e+18,1.123172355322185114e+19,1.152208209560878899e+19
4.984000000000000054e-06,6.006298943192469504e+18,8.856584878875458560e+18,1.120872290788102963e+19,1.149836785220922573e+19
4.991000000000000156e-06,5.995849459557996544e+18,8.839284623787829248e+18,1.118561298331405107e+19,1.147454147090288230e+19
4.998000000000000259e-06,5.985342461831158784e+18,8.821898267889377280e+18,1.116239377226011648e+19,1.145060295150005862e+19
5.004999999999999514e-06,5.974777831868270592e+18,8.804425746922729472e+18,1.113906526742953165e+19,1.142655229381030093e+19
5.011999999999999616e-06,5.964155450960907264e+18,8.786866996371036160e+18,1.111562746150375424e+19,1.140238949764238950e+19
5.018999999999999719e-06,5.953475199835893760e+18,8.769221951458562048e+18,1.109208034713552486e+19,1.137811456280438170e+19
5.025999999999999821e-06,5.942736958655297536e+18,8.751490547151270912e+18,1.106842391694885069e+19,1.135372748910354637e+19
5.032999999999999924e-06,5.931940607016432640e+18,8.733672718157405184e+18,1.104465816353918157e+19,1.132922827634643968e+19
5.040000000000000026e-06,5.921086023951863808e+18,8.715768398928096256e+18,1.102078307947339366e+19,1.130461692433885184e+19
5.047000000000000128e-06,5.910173087929413632e+18,8.697777523657943040e+18,1.099679865728991437e+19,1.127989343288583578e+19
5.054000000000000231e-06,5.899201676852171776e+18,8.679700026285616128e+18,1.097270488949877760e+19,1.125505780179170918e+19
5.060999999999999486e-06,5.888171668058521600e+18,8.661535840494458880e+18,1.094850176858170573e+19,1.123011003086003814e+19
5.067999999999999589e-06,5.877082938322151424e+18,8.643284899713074176e+18,1.092418928699216282e+19,1.120505011989365555e+19
5.074999999999999691e-06,5.865935363852068864e+18,8.624947137115967488e+18,1.089976743715547750e+19,1.117987806869466112e+19
5.081999999999999793e-06,5.854728820292662272e+18,8.606522485624099840e+18,1.087523621146885325e+19,1.115459387706441728e+19
5.088999999999999896e-06,5.843463182723697664e+18,8.588010877905556480e+18,1.085059560230150144e+19,1.112919754480355738e+19
5.095999999999999998e-06,5.832138325660382208e+18,8.569412246376105984e+18,1.082584560199466394e+19,1.110368907171197952e+19
5.103000000000000100e-06,5.820754123053391872e+18,8.550726523199873024e+18,1.080098620286174208e+19,1.107806845758886502e+19
5.110000000000000203e-06,5.809310448288915456e+18,8.531953640289892352e+18,1.077601739718833562e+19,1.105233570223264768e+19
5.116999999999999458e-06,5.797807174188725248e+18,8.513093529308802048e+18,1.075093917723232461e+19,1.102649080544107110e+19
5.123999999999999561e-06,5.786244173010201600e+18,8.494146121669393408e+18,1.072575153522396570e+19,1.100053376701111910e+19
5.130999999999999663e-06,5.774621316446430208e+18,8.475111348535306240e+18,1.070045446336593715e+19,1.097446458673907302e+19
5.137999999999999765e-06,5.762938475626227712e+18,8.455989140821609472e+18,1.067504795383343923e+19,1.094828326442051174e+19
5.144999999999999868e-06,5.751195521114252288e+18,8.436779429195456512e+18,1.064953199877426381e+19,1.092198979985026458e+19
5.151999999999999970e-06,5.739392322911042560e+18,8.417482144076717056e+18,1.062390659030888858e+19,1.089558419282248090e+19
5.159000000000000073e-06,5.727528750453112832e+18,8.398097215638605824e+18,1.059817172053050573e+19,1.086906644313057075e+19
5.166000000000000175e-06,5.715604672613042176e+18,8.378624573808338944e+18,1.057232738150516941e+19,1.084243655056724992e+19
5.173000000000000277e-06,5.703619957699558400e+18,8.359064148267764736e+18,1.054637356527181414e+19,1.081569451492451123e+19
5.179999999999999533e-06,5.691574473457625088e+18,8.339415868454014976e+18,1.052031026384236544e+19,1.078884033599366963e+19
5.186999999999999635e-06,5.679468087068559360e+18,8.319679663560136704e+18,1.049413746920180326e+19,1.076187401356530278e+19
5.193999999999999737e-06,5.667300665150130176e+18,8.299855462535784448e+18,1.046785517330827264e+19,1.073479554742931866e+19
5.200999999999999840e-06,5.655072073756655616e+18,8.279943194087823360e+18,1.044146336809310208e+19,1.070760493737489203e+19
5.207999999999999942e-06,5.642782178379141120e+18,8.259942786681027584e+18,1.041496204546094490e+19,1.068030218319053210e+19
5.215000000000000045e-06,5.630430843945385984e+18,8.239854168538705920e+18,1.038835119728982835e+19,1.065288728466402304e+19
5.222000000000000147e-06,5.618017934820121600e+18,8.219677267643398144e+18,1.036163081543124582e+19,1.062536024158249165e+19
5.229000000000000249e-06,5.605543314805126144e+18,8.199412011737503744e+18,1.033480089171021210e+19,1.059772105373232538e+19
5.235999999999999505e-06,5.593006847139390464e+18,8.179058328323978240e+18,1.030786141792537805e+19,1.056996972089928090e+19
5.242999999999999607e-06,5.580408394499233792e+18,8.158616144666984448e+18,1.028081238584909414e+19,1.054210624286836326e+19
5.249999999999999709e-06,5.567747818998487040e+18,8.138085387792576512e+18,1.025365378722749645e+19,1.051413061942395494e+19
5.256999999999999812e-06,5.555024982188611584e+18,8.117465984489371648e+18,1.022638561378057421e+19,1.048604285034970522e+19
5.263999999999999914e-06,5.542239745058894848e+18,8.096757861309217792e+18,1.019900785720228454e+19,1.045784293542862029e+19
5.271000000000000017e-06,5.529391968036598784e+18,8.075960944567905280e+18,1.017152050916057293e+19,1.042953087444298957e+19
5.278000000000000119e-06,5.516481510987141120e+18,8.055075160345797632e+18,1.014392356129754726e+19,1.040110666717446963e+19
5.285000000000000221e-06,5.503508233214282752e+18,8.034100434488571904e+18,1.011621700522946970e+19,1.037257031340401050e+19
5.291999999999999477e-06,5.490471993460308992e+18,8.013036692607888384e+18,1.008840083254689997e+19,1.034392181291190477e+19
5.298999999999999579e-06,5.477372649906213888e+18,7.991883860082037760e+18,1.006047503481472410e+19,1.031516116547776717e+19
5.305999999999999682e-06,5.464210060171918336e+18,7.970641862056730624e+18,1.003243960357232435e+19,1.028628837088055296e+19
5.312999999999999784e-06,5.450984081316474880e+18,7.949310623445691392e+18,1.000429453033355059e+19,1.025730342889853952e+19
5.319999999999999886e-06,5.437694569838269440e+18,7.927890068931422208e+18,9.976039806586900480e+18,1.022820633930935706e+19
5.326999999999999989e-06,5.424341381675243520e+18,7.906380122965893120e+18,9.947675423795548160e+18,1.019899710188995994e+19
5.334000000000000091e-06,5.410924372205138944e+18,7.884780709771224064e+18,9.919201373397456896e+18,1.016967571641665536e+19
5.341000000000000193e-06,5.397443396245713920e+18,7.863091753340420096e+18,9.890617646805430272e+18,1.014024218266507878e+19
5.347999999999999449e-06,5.383898308054991872e+18,7.841313177438057472e+18,9.861924235407249408e+18,1.011069650041023898e+19
5.354999999999999551e-06,5.370288961331502080e+18,7.819444905601022976e+18,9.833121130565699584e+18,1.008103866942645453e+19
5.361999999999999654e-06,5.356615209214555136e+18,7.797486861139191808e+18,9.804208323618695168e+18,1.005126868948742144e+19
5.368999999999999756e-06,5.342876904284482560e+18,7.775438967136184320e+18,9.775185805879353344e+18,1.002138656036619264e+19
5.375999999999999858e-06,5.329073898562913280e+18,7.753301146450058240e+18,9.746053568636078080e+18,9.991392281835124736e+18
5.382999999999999961e-06,5.315206043513070592e+18,7.731073321714051072e+18,9.716811603152642048e+18,9.961285853666015232e+18
5.390000000000000063e-06,5.301273190040026112e+18,7.708755415337279488e+18,9.687459900668289024e+18,9.931067275629938688e+18
5.397000000000000166e-06,5.287275188491016192e+18,7.686347349505505280e+18,9.657998452397799424e+18,9.900736547497390080e+18
5.404000000000000268e-06,5.273211888655729664e+18,7.663849046181817344e+18,9.628427249531594752e+18,9.870293669038186496e+18
5.410999999999999523e-06,5.259083139766629376e+18,7.641260427107432448e+18,9.598746283235805184e+18,9.839738640021542912e+18
5.417999999999999626e-06,5.244888790499245056e+18,7.618581413802337280e+18,9.568955544652394496e+18,9.809071460216008704e+18
5.424999999999999728e-06,5.230628688972531712e+18,7.595811927566128128e+18,9.539055024899184640e+18,9.778292129389545472e+18
5.431999999999999830e-06,5.216302682749161472e+18,7.572951889478685696e+18,9.509044715070005248e+18,9.747400647309445120e+18
5.438999999999999933e-06,5.201910618835903488e+18,7.550001220400927744e+18,9.478924606234757120e+18,9.716397013742401536e+18
5.446000000000000035e-06,5.187452343683942400e+18,7.526959840975580160e+18,9.448694689439483904e+18,9.685281228454475776e+18
5.453000000000000138e-06,5.172927703189248000e+18,7.503827671627905024e+18,9.418354955706494976e+18,9.654053291211106304e+18
5.460000000000000240e-06,5.158336542692943872e+18,7.480604632566451200e+18,9.387905396034416640e+18,9.622713201777123328e+18
5.466999999999999495e-06,5.143678706981677056e+18,7.457290643783834624e+18,9.357346001398323200e+18,9.591260959916738560e+18
5.473999999999999598e-06,5.128954040287993856e+18,7.433885625057443840e+18,9.326676762749769728e+18,9.559696565393532928e+18
5.480999999999999700e-06,5.114162386290736128e+18,7.410389495950257152e+18,9.295897671016947712e+18,9.528020017970499584e+18
5.487999999999999802e-06,5.099303588115456000e+18,7.386802175811560448e+18,9.265008717104721920e+18,9.496231317410011136e+18
5.494999999999999905e-06,5.084377488334793728e+18,7.363123583777740800e+18,9.234009891894740992e+18,9.464330463473831936e+18
5.502000000000000007e-06,5.069383928968931328e+18,7.339353638773025792e+18,9.202901186245535744e+18,9.432317455923126272e+18
5.509000000000000110e-06,5.054322751485982720e+18,7.315492259510288384e+18,9.171682590992580608e+18,9.400192294518456320e+18
5.516000000000000212e-06,5.039193796802463744e+18,7.291539364491774976e+18,9.140354096948432896e+18,9.367954979019788288e+18
5.522999999999999467e-06,5.023996905283721216e+18,7.267494872009922560e+18,9.108915694902759424e+18,9.335605509186482176e+18
5.529999999999999570e-06,5.008731916744371200e+18,7.243358700148099072e+18,9.077367375622479872e+18,9.303143884777306112e+18
5.536999999999999672e-06,4.993398670448813056e+18,7.219130766781412352e+18,9.045709129851842560e+18,9.270570105550444544e+18
5.543999999999999775e-06,4.977997005111636992e+18,7.194810989577475072e+18,9.013940948312500224e+18,9.237884171263477760e+18
5.550999999999999877e-06,4.962526758898171904e+18,7.170399285997195264e+18,8.982062821703624704e+18,9.205086081673407488e+18
5.557999999999999979e-06,4.946987769424930816e+18,7.145895573295558656e+18,8.950074740701983744e+18,9.172175836536651776e+18
5.565000000000000082e-06,4.931379873760145408e+18,7.121299768522432512e+18,8.917976695962038272e+18,9.139153435609040896e+18
5.572000000000000184e-06,4.915702908424255488e+18,7.096611788523322368e+18,8.885768678116031488e+18,9.106018878645822464e+18
5.578999999999999439e-06,4.899956709390458880e+18,7.071831549940225024e+18,8.853450677774094336e+18,9.072772165401686016e+18
5.585999999999999542e-06,4.884141112085215232e+18,7.046958969212359680e+18,8.821022685524299776e+18,9.039413295630702592e+18
5.592999999999999644e-06,4.868255951388816384e+18,7.021993962577029120e+18,8.788484691932822528e+18,9.005942269086419968e+18
5.599999999999999747e-06,4.852301061635923968e+18,6.996936446070360064e+18,8.755836687543959552e+18,8.972359085521780736e+18
5.606999999999999849e-06,4.836276276616145920e+18,6.971786335528165376e+18,8.723078662880269312e+18,8.938663744689173504e+18
5.613999999999999951e-06,4.820181429574600704e+18,6.946543546586725376e+18,8.690210608442663936e+18,8.904856246340421632e+18
5.621000000000000054e-06,4.804016353212520448e+18,6.921207994683573248e+18,8.657232514710467584e+18,8.870936590226776064e+18
5.628000000000000156e-06,4.787780879687825408e+18,6.895779595058359296e+18,8.624144372141561856e+18,8.836904776098937856e+18
5.635000000000000259e-06,4.771474840615751680e+18,6.870258262753626112e+18,8.590946171172430848e+18,8.802760803707037696e+18
5.641999999999999514e-06,4.755098067069469696e+18,6.844643912615641088e+18,8.557637902218294272e+18,8.768504672800672768e+18
5.648999999999999616e-06,4.738650389580692480e+18,6.818936459295193088e+18,8.524219555673154560e+18,8.734136383128845312e+18
5.655999999999999719e-06,4.722131638140353536e+18,6.793135817248461824e+18,8.490691121909971968e+18,8.699655934440055808e+18
5.662999999999999821e-06,4.705541642199230464e+18,6.767241900737796096e+18,8.457052591280661504e+18,8.665063326482214912e+18
5.669999999999999923e-06,4.688880230668620800e+18,6.741254623832558592e+18,8.423303954116271104e+18,8.630358559002718208e+18
5.677000000000000026e-06,4.672147231921024000e+18,6.715173900409965568e+18,8.389445200727020544e+18,8.595541631748393984e+18
5.684000000000000128e-06,4.655342473790822400e+18,6.688999644155887616e+18,8.355476321402432512e+18,8.560612544465546240e+18
5.691000000000000231e-06,4.638465783574979584e+18,6.662731768565720064e+18,8.321397306411403264e+18,8.525571296899930112e+18
5.697999999999999486e-06,4.621516988033766400e+18,6.636370186945203200e+18,8.287208146002337792e+18,8.490417888796773376e+18
5.704999999999999588e-06,4.604495913391461376e+18,6.609914812411241472e+18,8.252908830403162112e+18,8.455152319900761088e+18
5.711999999999999691e-06,4.587402385337121280e+18,6.583365557892777984e+18,8.218499349821548544e+18,8.419774589956045824e+18
5.718999999999999793e-06,4.570236229025293824e+18,6.556722336131632128e+18,8.183979694444879872e+18,8.384284698706268160e+18
5.725999999999999895e-06,4.552997269076809728e+18,6.529985059683313664e+18,8.149349854440440832e+18,8.348682645894528000e+18
5.732999999999999998e-06,4.535685329579536896e+18,6.503153640917923840e+18,8.114609819955468288e+18,8.312968431263404032e+18
5.740000000000000100e-06,4.518300234089173504e+18,6.476227992020945920e+18,8.079759581117262848e+18,8.277142054554950656e+18
5.747000000000000203e-06,4.500841805630063104e+18,6.449208024994158592e+18,8.044799128033284096e+18,8.241203515510717440e+18
5.753999999999999458e-06,4.483309866695976448e+18,6.422093651656441856e+18,8.009728450791254016e+18,8.205152813871730688e+18
5.760999999999999560e-06,4.465704239250960384e+18,6.394884783644665856e+18,7.974547539459234816e+18,8.168989949378495488e+18
5.767999999999999663e-06,4.448024744730176512e+18,6.367581332414533632e+18,7.939256384085757952e+18,8.132714921771016192e+18
5.774999999999999765e-06,4.430271204040743936e+18,6.340183209241463808e+18,7.903854974699895808e+18,8.096327730788780032e+18
5.781999999999999868e-06,4.412443437562612736e+18,6.312690325221428224e+18,7.868343301311377408e+18,8.059828376170786816e+18
5.788999999999999970e-06,4.394541265149438976e+18,6.285102591271843840e+18,7.832721353910668288e+18,8.023216857655508992e+18
5.796000000000000072e-06,4.376564506129486848e+18,6.257419918132426752e+18,7.796989122469093376e+18,7.986493174980937728e+18
5.803000000000000175e-06,4.358512979306522624e+18,6.229642216366071808e+18,7.761146596938917888e+18,7.949657327884555264e+18
5.809999999999999430e-06,4.340386502960751616e+18,6.201769396359731200e+18,7.725193767253457920e+18,7.912709316103363584e+18
5.816999999999999532e-06,4.322184894849736192e+18,6.173801368325257216e+18,7.689130623327149056e+18,7.875649139373844480e+18
5.823999999999999635e-06,4.303907972209360384e+18,6.145738042300354560e+18,7.652957155055715328e+18,7.838476797432017920e+18
5.830999999999999737e-06,4.285555551754794496e+18,6.117579328149371904e+18,7.616673352316175360e+18,7.801192290013398016e+18
5.837999999999999840e-06,4.267127449681461248e+18,6.089325135564255232e+18,7.580279204967029760e+18,7.763795616853027840e+18
5.844999999999999942e-06,4.248623481666042368e+18,6.060975374065393664e+18,7.543774702848302080e+18,7.726286777685453824e+18
5.852000000000000044e-06,4.230043462867474944e+18,6.032529953002527744e+18,7.507159835781660672e+18,7.688665772244758528e+18
5.859000000000000147e-06,4.211387207927993856e+18,6.003988781555634176e+18,7.470434593570534400e+18,7.650932600264536064e+18
5.866000000000000249e-06,4.192654530974144000e+18,5.975351768735804416e+18,7.433598966000173056e+18,7.613087261477905408e+18
5.872999999999999504e-06,4.173845245617860608e+18,5.946618823386174464e+18,7.396652942837795840e+18,7.575129755617527808e+18
5.879999999999999607e-06,4.154959164957516288e+18,5.917789854182771712e+18,7.359596513832648704e+18,7.537060082415576064e+18
5.886999999999999709e-06,4.135996101579021824e+18,5.888864769635466240e+18,7.322429668716133376e+18,7.498878241603771392e+18
5.893999999999999812e-06,4.116955867556917760e+18,5.859843478088832000e+18,7.285152397201906688e+18,7.460584232913367040e+18
5.900999999999999914e-06,4.097838274455495168e+18,5.830725887723072512e+18,7.247764688985968640e+18,7.422178056075147264e+18
5.908000000000000016e-06,4.078643133329926656e+18,5.801511906554925056e+18,7.210266533746771968e+18,7.383659710819449856e+18
5.915000000000000119e-06,4.059370254727412224e+18,5.772201442438559744e+18,7.172657921145332736e+18,7.345029196876152832e+18
5.922000000000000221e-06,4.040019448688345600e+18,5.742794403066484736e+18,7.134938840825304064e+18,7.306286513974682624e+18
5.928999999999999477e-06,4.020590524747499520e+18,5.713290695970494464e+18,7.097109282413130752e+18,7.267431661844008960e+18
5.935999999999999579e-06,4.001083291935206400e+18,5.683690228522522624e+18,7.059169235518070784e+18,7.228464640212654080e+18
5.942999999999999681e-06,3.981497558778607104e+18,5.653992907935628288e+18,7.021118689732400128e+18,7.189385448808702976e+18
5.949999999999999784e-06,3.961833133302838272e+18,5.624198641264856064e+18,6.982957634631408640e+18,7.150194087359791104e+18
5.956999999999999886e-06,3.942089823032315392e+18,5.594307335408202752e+18,6.944686059773597696e+18,7.110890555593122816e+18
5.963999999999999988e-06,3.922267434991982592e+18,5.564318897107501056e+18,6.906303954700718080e+18,7.071474853235447808e+18
5.971000000000000091e-06,3.902365775708597760e+18,5.534233232949379072e+18,6.867811308937897984e+18,7.031946980013107200e+18
5.978000000000000193e-06,3.882384651212027392e+18,5.504050249366160384e+18,6.829208111993749504e+18,6.992306935651983360e+18
5.984999999999999449e-06,3.862323867036585472e+18,5.473769852636828672e+18,6.790494353360477184e+18,6.952554719877564416e+18
5.991999999999999551e-06,3.842183228222324224e+18,5.443391948887896064e+18,6.751670022513940480e+18,6.912690332414855168e+18
5.998999999999999653e-06,3.821962539316448768e+18,5.412916444094426112e+18,6.712735108913818624e+18,6.872713772988510208e+18
6.005999999999999756e-06,3.801661604374631424e+18,5.382343244080885760e+18,6.673689602003671040e+18,6.832625041322696704e+18
6.012999999999999858e-06,3.781280226962443776e+18,5.351672254522130432e+18,6.634533491211060224e+18,6.792424137141206016e+18
6.019999999999999961e-06,3.760818210156732928e+18,5.320903380944343040e+18,6.595266765947650048e+18,6.752111060167400448e+18
6.027000000000000063e-06,3.740275356547072000e+18,5.290036528725948416e+18,6.555889415609312256e+18,6.711685810124228608e+18
6.034000000000000165e-06,3.719651468237195264e+18,5.259071603098593280e+18,6.516401429576217600e+18,6.671148386734228480e+18
6.040999999999999421e-06,3.698946346846461952e+18,5.228008509148059648e+18,6.476802797212987392e+18,6.630498789719542784e+18
6.047999999999999523e-06,3.678159793511334912e+18,5.196847151815232512e+18,6.437093507868717056e+18,6.589737018801880064e+18
6.054999999999999625e-06,3.657291608886902784e+18,5.165587435897049088e+18,6.397273550877163520e+18,6.548863073702588416e+18
6.061999999999999728e-06,3.636341593148381696e+18,5.134229266047436800e+18,6.357342915556802560e+18,6.507876954142582784e+18
6.068999999999999830e-06,3.615309545992660480e+18,5.102772546778300416e+18,6.317301591210953728e+18,6.466778659842397184e+18
6.075999999999999933e-06,3.594195266639879168e+18,5.071217182460428288e+18,6.277149567127870464e+18,6.425568190522177536e+18
6.083000000000000035e-06,3.572998553834985472e+18,5.039563077324503040e+18,6.236886832580862976e+18,6.384245545901660160e+18
6.090000000000000137e-06,3.551719205849349120e+18,5.007810135462022144e+18,6.196513376828389376e+18,6.342810725700215808e+18
6.097000000000000240e-06,3.530357020482392064e+18,4.975958260826283008e+18,6.156029189114170368e+18,6.301263729636812800e+18
6.103999999999999495e-06,3.508911795063210496e+18,4.944007357233344512e+18,6.115434258667304960e+18,6.259604557430053888e+18
6.110999999999999597e-06,3.487383326452252160e+18,4.911957328362968064e+18,6.074728574702339072e+18,6.217833208798136320e+18
6.117999999999999700e-06,3.465771411043000320e+18,4.879808077759629312e+18,6.033912126419418112e+18,6.175949683458910208e+18
6.124999999999999802e-06,3.444075844763664896e+18,4.847559508833456128e+18,5.992984903004369920e+18,6.133953981129826304e+18
6.131999999999999905e-06,3.422296423078931968e+18,4.815211524861205504e+18,5.951946893628816384e+18,6.091846101527983104e+18
6.139000000000000007e-06,3.400432940991679488e+18,4.782764028987252736e+18,5.910798087450263552e+18,6.049626044370105344e+18
6.146000000000000109e-06,3.378485193044773888e+18,4.750216924224541696e+18,5.869538473612254208e+18,6.007293809372544000e+18
6.153000000000000212e-06,3.356452973322845696e+18,4.717570113455586304e+18,5.828168041244413952e+18,5.964849396251295744e+18
6.159999999999999467e-06,3.334336075454107648e+18,4.684823499433448448e+18,5.786686779462610944e+18,5.922292804722004992e+18
6.166999999999999570e-06,3.312134292612178432e+18,4.651976984782680064e+18,5.745094677369025536e+18,5.879624034499929088e+18
6.173999999999999672e-06,3.289847417517955584e+18,4.619030472000377856e+18,5.703391724052286464e+18,5.836843085300007936e+18
6.180999999999999774e-06,3.267475242441481216e+18,4.585983863457096704e+18,5.661577908587557888e+18,5.793949956836805632e+18
6.187999999999999877e-06,3.245017559203849216e+18,4.552837061397890560e+18,5.619653220036660224e+18,5.750944648824544256e+18
6.194999999999999979e-06,3.222474159179129344e+18,4.519589967943259648e+18,5.577617647448176640e+18,5.707827160977101824e+18
6.202000000000000081e-06,3.199844833296308224e+18,4.486242485090180608e+18,5.535471179857546240e+18,5.664597493008015360e+18
6.209000000000000184e-06,3.177129372041274368e+18,4.452794514713052672e+18,5.493213806287196160e+18,5.621255644630472704e+18
6.215999999999999439e-06,3.154327565458794496e+18,4.419245958564750848e+18,5.450845515746635776e+18,5.577801615557342208e+18
6.222999999999999542e-06,3.131439203154539008e+18,4.385596718277548544e+18,5.408366297232551936e+18,5.534235405501122560e+18
6.229999999999999644e-06,3.108464074297131008e+18,4.351846695364188672e+18,5.365776139728955392e+18,5.490557014174025728e+18
6.236999999999999746e-06,3.085401967620194816e+18,4.317995791218832384e+18,5.323075032207248384e+18,5.446766441287898112e+18
6.243999999999999849e-06,3.062252671424460800e+18,4.284043907118080000e+18,5.280262963626361856e+18,5.402863686554275840e+18
6.250999999999999951e-06,3.039015973579871744e+18,4.249990944221975552e+18,5.237339922932850688e+18,5.358848749684375552e+18
6.258000000000000054e-06,3.015691661527719424e+18,4.215836803575001600e+18,5.194305899061016576e+18,5.314721630389088256e+18
6.265000000000000156e-06,2.992279522282814976e+18,4.181581386107094016e+18,5.151160880932982784e+18,5.270482328378981376e+18
6.272000000000000258e-06,2.968779342435668992e+18,4.147224592634642432e+18,5.107904857458857984e+18,5.226130843364319232e+18
6.278999999999999514e-06,2.945190908154712576e+18,4.112766323861517824e+18,5.064537817536799744e+18,5.181667175055051776e+18
6.285999999999999616e-06,2.921514005188525568e+18,4.078206480380042752e+18,5.021059750053128192e+18,5.137091323160805376e+18
6.292999999999999718e-06,2.897748418868111872e+18,4.043544962672060928e+18,4.977470643882477568e+18,5.092403287390921728e+18
6.299999999999999821e-06,2.873893934109185024e+18,4.008781671109905920e+18,4.933770487887847424e+18,5.047603067454422016e+18
6.306999999999999923e-06,2.849950335414483968e+18,3.973916505957437440e+18,4.889959270920757248e+18,5.002690663060038656e+18
6.314000000000000026e-06,2.825917406876115456e+18,3.938949367371059712e+18,4.846036981821339648e+18,4.957666073916207104e+18
6.321000000000000128e-06,2.801794932177925120e+18,3.903880155400734208e+18,4.802003609418441728e+18,4.912529299731053568e+18
6.328000000000000230e-06,2.777582694597887488e+18,3.868708769990998016e+18,4.757859142529754112e+18,4.867280340212430848e+18
6.334999999999999486e-06,2.753280477010539520e+18,3.833435110982011392e+18,4.713603569961915392e+18,4.821919195067895808e+18
6.341999999999999588e-06,2.728888061889408512e+18,3.798059078110528512e+18,4.669236880510598144e+18,4.776445864004706304e+18
6.348999999999999690e-06,2.704405231309522432e+18,3.762580571010992128e+18,4.624759062960665600e+18,4.730860346729862144e+18
6.355999999999999793e-06,2.679831766949876224e+18,3.726999489216503808e+18,4.580170106086242304e+18,4.685162642950059008e+18
6.362999999999999895e-06,2.655167450095996928e+18,3.691315732159885312e+18,4.535469998650845696e+18,4.639352752371735552e+18
6.369999999999999998e-06,2.630412061642486272e+18,3.655529199174693376e+18,4.490658729407491072e+18,4.593430674701039104e+18
6.377000000000000100e-06,2.605565382095607808e+18,3.619639789496260096e+18,4.445736287098802688e+18,4.547396409643859456e+18
6.384000000000000202e-06,2.580627191575910400e+18,3.583647402262720000e+18,4.400702660457119744e+18,4.501249956905805824e+18
6.390999999999999458e-06,2.555597269820881408e+18,3.547551936516053504e+18,4.355557838204629504e+18,4.454991316192237056e+18
6.397999999999999560e-06,2.530475396187592192e+18,3.511353291203101696e+18,4.310301809053432832e+18,4.408620487208228352e+18
6.404999999999999663e-06,2.505261349655436288e+18,3.475051365176638464e+18,4.264934561705709568e+18,4.362137469658607104e+18
6.411999999999999765e-06,2.479954908828841984e+18,3.438646057196378112e+18,4.219456084853796864e+18,4.315542263247949824e+18
6.418999999999999867e-06,2.454555851940038144e+18,3.402137265930036224e+18,4.173866367180308480e+18,4.268834867680567296e+18
6.425999999999999970e-06,2.429063956851853312e+18,3.365524889954355712e+18,4.128165397358248960e+18,4.222015282660522496e+18
6.433000000000000072e-06,2.403479001060524544e+18,3.328808827756167168e+18,4.082353164051121152e+18,4.175083507891638272e+18
6.440000000000000174e-06,2.377800761698565632e+18,3.291988977733416960e+18,4.036429655913043456e+18,4.128039543077481472e+18
6.446999999999999430e-06,2.352029015537641472e+18,3.255065238196228608e+18,3.990394861588863488e+18,4.080883387921386496e+18
6.453999999999999532e-06,2.326163538991475712e+18,3.218037507367930880e+18,3.944248769714243584e+18,4.033615042126431744e+18
6.460999999999999635e-06,2.300204108118815744e+18,3.180905683386130432e+18,3.897991368915824128e+18,3.986234505395478528e+18
6.467999999999999737e-06,2.274150498626385920e+18,3.143669664303740416e+18,3.851622647811284480e+18,3.938741777431140352e+18
6.474999999999999839e-06,2.248002485871916800e+18,3.106329348090049024e+18,3.805142595009494016e+18,3.891136857935811072e+18
6.481999999999999942e-06,2.221759844867163136e+18,3.068884632631758336e+18,3.758551199110593024e+18,3.843419746611652096e+18
