x,t=steady
1.957023411371237570e-06,1.580256695280832102e+19
1.966956521739130808e-06,1.580256693675238605e+19
1.976889632107023623e-06,1.580256692069636915e+19
1.986822742474916438e-06,1.580256690464028262e+19
1.996755852842809676e-06,1.580256688858413056e+19
2.006688963210702491e-06,1.580256687252790886e+19
2.016622073578595730e-06,1.580256685647160320e+19
2.026555183946488544e-06,1.580256684041523405e+19
2.036488294314381359e-06,1.580256682435878298e+19
2.046421404682274598e-06,1.580256680830225613e+19
2.056354515050167413e-06,1.580256679224566579e+19
2.066287625418060228e-06,1.580256677618899354e+19
2.076220735785953466e-06,1.580256676013225574e+19
2.086153846153846281e-06,1.580256674407544218e+19
2.096086956521739519e-06,1.580256672801856512e+19
2.106020066889632334e-06,1.580256671196159386e+19
2.115953177257525149e-06,1.580256669590457344e+19
2.125886287625418388e-06,1.580256667984746496e+19
2.135819397993311203e-06,1.580256666379028890e+19
2.145752508361204441e-06,1.580256664773304320e+19
2.155685618729097256e-06,1.580256663167571763e+19
2.165618729096990071e-06,1.580256661561831834e+19
2.175551839464883309e-06,1.580256659956085146e+19
2.185484949832776124e-06,1.580256658350330266e+19
2.195418060200668939e-06,1.580256656744570266e+19
2.205351170568562178e-06,1.580256655138800230e+19
2.215284280936454992e-06,1.580256653533025075e+19
2.225217391304348231e-06,1.580256651927241728e+19
2.235150501672241046e-06,1.580256650321450394e+19
2.245083612040133861e-06,1.580256648715652301e+19
2.255016722408027099e-06,1.580256647109846221e+19
2.264949832775919914e-06,1.580256645504033587e+19
2.274882943143813152e-06,1.580256643898211738e+19
2.284816053511705967e-06,1.580256642292383334e+19
2.294749163879598782e-06,1.580256640686547968e+19
2.304682274247492021e-06,1.580256639080703795e+19
2.314615384615384836e-06,1.580256637474854707e+19
2.324548494983277651e-06,1.580256635868995789e+19
2.334481605351170889e-06,1.580256634263129702e+19
2.344414715719063704e-06,1.580256632657258086e+19
2.354347826086956942e-06,1.580256631051377050e+19
2.364280936454849757e-06,1.580256629445490893e+19
2.374214046822742572e-06,1.580256627839595930e+19
2.384147157190635811e-06,1.580256626233695437e+19
2.394080267558528625e-06,1.580256624627786547e+19
2.404013377926421440e-06,1.580256623021870490e+19
2.413946488294314679e-06,1.580256621415947674e+19
2.423879598662207494e-06,1.580256619810016256e+19
2.433812709030100732e-06,1.580256618204078285e+19
2.443745819397993547e-06,1.580256616598134170e+19
2.453678929765886362e-06,1.580256614992181453e+19
2.463612040133779600e-06,1.580256613386221363e+19
2.473545150501672415e-06,1.580256611780254515e+19
2.483478260869565654e-06,1.580256610174281523e+19
2.493411371237458469e-06,1.580256608568300339e+19
2.503344481605351284e-06,1.580256606962313011e+19
2.513277591973244522e-06,1.580256605356316467e+19
2.523210702341137337e-06,1.580256603750313779e+19
2.533143812709030152e-06,1.580256602144304128e+19
2.543076923076923390e-06,1.580256600538286899e+19
2.553010033444816205e-06,1.580256598932263322e+19
2.562943143812709444e-06,1.580256597326231142e+19
2.572876254180602259e-06,1.580256595720192000e+19
2.582809364548495073e-06,1.580256594114145280e+19
2.592742474916388312e-06,1.580256592508091187e+19
2.602675585284281127e-06,1.580256590902029722e+19
2.612608695652174365e-06,1.580256589295961088e+19
2.622541806020067180e-06,1.580256587689884467e+19
2.632474916387959995e-06,1.580256586083800474e+19
